CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source
101001123979,07/08/2014 01:51:16 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,72 Kneeland St  Boston  MA  02111,4,1C,2,A1,Downtown / Financial District,4,Ward 3,308,C,72 Kneeland St,02111,42.3505,-71.0605,Constituent Call
101001150902,08/15/2014 09:26:36 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,27 Delle Ave  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1002,R4,27 Delle Ave,02120,42.3311,-71.0985,Constituent Call
101000797114,03/06/2013 11:49:37 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,62 N Beacon St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,R1,62 N Beacon St,02134,42.3539,-71.1411,Constituent Call
101000354709,11/16/2011 11:43:13 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,123 Newbury St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,RC,123 Newbury St,02116,42.3514,-71.0766,Constituent Call
101000468692,08/23/2012 10:25:19 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of W Cedar St & Pinckney St  Boston  MA,3,1B,8,A1,Beacon Hill,14,Ward 5,503,,INTERSECTION W Cedar St & Pinckney St,,42.3588,-71.0699,Self Service
101001099032,05/28/2014 02:21:18 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,145 Lexington St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,109,R4,145 Lexington St,02128,42.3787,-71.0344,Constituent Call
101000992229,12/27/2013 04:32:08 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,37 Parker St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,207,CM,37 Parker St,02129,42.3828,-71.0796,Self Service
101000916879,09/03/2013 11:53:17 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,3 Ayr Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,R2,3 Ayr Rd,02135,42.337,-71.1491,Constituent Call
101001113589,06/23/2014 07:35:27 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Sussex St  Mission Hill  MA  02120,7,10B,7,D4,Roxbury,13,Ward 9,903,R1,8 Sussex St,02120,42.336,-71.0835,Constituent Call
101001136467,07/24/2014 04:17:49 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,2 Wigglesworth St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1003,R3,2 Wigglesworth St,02120,42.3341,-71.1033,Constituent Call
101000902340,08/15/2013 11:17:02 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,14 Furbush Rd  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2017,R1,14 Furbush Rd,02132,42.2928,-71.1685,Constituent Call
101001140880,07/31/2014 11:05:54 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,100 Cowper St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,111,R2,100 Cowper St,02128,42.381,-71.0168,Constituent Call
101000438751,06/19/2012 02:38:59 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,19 Wallingford Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,R1,19 Wallingford Rd,02135,42.3417,-71.1513,Constituent Call
101000390720,03/05/2012 08:21:47 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,5 Ayr Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,R2,5 Ayr Rd,02135,42.3369,-71.149,Constituent Call
101001140097,07/30/2014 11:53:17 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,20 Woodward Park St  Dorchester  MA  02125,7,03,7,B2,Roxbury,13,Ward 13,1302,EA,20 Woodward Park St,02125,42.3186,-71.073,Self Service
101000882280,07/18/2013 12:44:14 PM,,Open,Case Closed VIOCOR: Violation Corrected,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,919 Beacon St  Boston  MA  02215,,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 21,2101,CM,919 Beacon St,02215,42.346,-71.1063,Self Service
101001159383,08/28/2014 12:51:57 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,700 Harrison Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,08,801,RC,700 Harrison Ave,02118,42.3383,-71.0707,Constituent Call
101000471716,08/30/2012 08:55:07 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1 City Hall Plz  Boston  MA  02108,3,1B,1,A1,Downtown / Financial District,3,03,306,E,1 City Hall Plz,02108,42.3604,-71.0583,Self Service
101001061690,04/05/2014 05:17:22 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1-4 Saint George St  Roxbury  MA  02118,4,1C,2,D4,South End,6,08,802,,1-4 Saint George St,02118,42.3386,-71.0716,Self Service
101000934740,09/26/2013 09:07:40 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,49 Bellevue St  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1501,R3,49 Bellevue St,02125,42.3097,-71.0685,Constituent Call
101001083455,05/07/2014 08:03:52 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Antrim St & Ashley St  East Boston  MA,1,09,1,A7,East Boston,1,Ward 1,113,,INTERSECTION Antrim St & Ashley St,,42.388,-71.0056,Self Service
101001032840,02/21/2014 10:29:48 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Edgemont St & South St  Roslindale  MA,9,06,6,E5,Roslindale,10,Ward 20,2007,,INTERSECTION Edgemont St & South St,,42.2878,-71.142,Constituent Call
101001095295,05/22/2014 09:33:38 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,520 Saratoga St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,110,R3,520 Saratoga St,02128,42.3806,-71.026,Constituent Call
101000370864,01/05/2012 10:08:12 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,610 Columbus Ave  Roxbury  MA  02118,9,10B,7,D4,Roxbury,13,Ward 9,903,A,610 Columbus Ave,02118,42.3397,-71.0825,Self Service
101000828597,04/26/2013 01:14:08 PM,,Open,Case Closed VIOISS: Violation Filed,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,108 Gladstone St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,113,R3,108 Gladstone St,02128,42.3891,-71.0047,Constituent Call
101001095641,05/22/2014 01:56:50 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,755 Bennington St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,112,R2,755 Bennington St,02128,42.385,-71.011,Constituent Call
101000991212,12/26/2013 08:35:56 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,665-665A Tremont St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 4,403,RC,665-665A Tremont St,02118,42.3419,-71.0759,Constituent Call
101001063196,04/08/2014 09:51:40 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,780 Boylston St  Boston  MA  02199,4,1C,2,D4,Back Bay,6,Ward 4,402,RC,780 Boylston St,02199,42.3481,-71.0809,Self Service
101001011357,01/24/2014 07:11:29 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,667 Tremont St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 4,403,RC,667 Tremont St,02118,42.3419,-71.0759,Constituent Call
101000901844,08/14/2013 04:19:12 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Dudley St & North Ave  Roxbury  MA,7,03,7,B2,Roxbury,13,Ward 8,805,,INTERSECTION Dudley St & North Ave,,42.3221,-71.0725,Constituent Call
101001166140,09/06/2014 07:05:41 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,143-145 Williams St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,R3,143-145 Williams St,02130,42.3038,-71.1048,Self Service
101001065774,04/11/2014 07:05:11 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,120 Ardale St  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2001,R1,120 Ardale St,02131,42.2931,-71.1372,Constituent Call
101000479893,09/17/2012 09:04:06 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,22 Worthington St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1002,R2,22 Worthington St,02120,42.3343,-71.1023,Constituent Call
101000472663,08/31/2012 02:13:59 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,45 Hemenway St  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,407,CM,45 Hemenway St,02115,42.3454,-71.0898,Constituent Call
101001140370,07/30/2014 03:33:40 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,12 Navillus Ter  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1504,R3,12 Navillus Ter,02122,42.31,-71.0617,Constituent Call
101000298927,07/08/2011 12:21:56 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,24 Armington St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,R4,24 Armington St,02134,42.3524,-71.137,Constituent Call
101000902154,08/15/2013 09:11:46 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Autumn St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2005,R1,8 Autumn St,02132,42.276,-71.1611,Constituent Call
101000719207,12/10/2012 10:28:19 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,51 Hemenway St  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,407,CD,51 Hemenway St,02115,42.3452,-71.0898,Constituent Call
101000462578,08/09/2012 04:17:03 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,5 Symphony Rd  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,407,R4,5 Symphony Rd,02115,42.3429,-71.0869,Self Service
101000463964,08/13/2012 03:12:27 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,0 N Beacon St  Allston  MA  02134,11,04,9,D14,Allston,15,21,2106,C,0 N Beacon St,02134,42.3544,-71.1432,Constituent Call
101001005071,01/14/2014 11:50:00 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Corinth St & Washington St  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2002,,INTERSECTION Corinth St & Washington St,,42.2857,-71.1289,Constituent Call
101000458512,08/01/2012 08:58:58 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,55 Hemenway St  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,407,R3,55 Hemenway St,02115,42.3451,-71.0899,Constituent Call
101000952418,10/23/2013 11:10:36 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,37 Newburg St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2002,R3,37 Newburg St,02131,42.2854,-71.1394,Constituent Call
101001158772,08/27/2014 04:09:21 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,238-246 S Huntington Ave  Jamaica Plain  MA  02130,9,10A,8,E13,Jamaica Plain,11,Ward 10,1008,CM,238-246 S Huntington Ave,02130,42.3248,-71.112,Constituent Call
101000953664,10/24/2013 06:43:16 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1 Courtney Rd  West Roxbury  MA  02132,9,06,6,E5,West Roxbury,12,Ward 20,2019,R1,1 Courtney Rd,02132,42.2945,-71.152,Self Service
101000343040,10/17/2011 08:59:52 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,44-46 Sagamore St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1309,R2,44-46 Sagamore St,02125,42.3147,-71.0549,Constituent Call
101001148665,08/12/2014 12:47:39 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,113-117 Paul Gore St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,R4,113-117 Paul Gore St,02130,42.3184,-71.1061,Self Service
101001095803,05/22/2014 04:09:27 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,12 Taft St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1308,CM,12 Taft St,02125,42.3171,-71.0575,Constituent Call
101001113256,06/21/2014 01:46:27 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,17 Pleasant St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1306,R3,17 Pleasant St,02125,42.3175,-71.0594,Constituent Call
101000971992,11/26/2013 08:02:36 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1039-1045 Commonwealth Ave  Boston  MA  02215,11,04,9,D14,Allston / Brighton,14,Ward 21,2103,RC,1039-1045 Commonwealth Ave,02215,42.3523,-71.1222,Constituent Call
101001034566,02/24/2014 07:24:21 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,487-489 Ashmont St  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,Ward 16,1609,R2,487-489 Ashmont St,02122,42.2887,-71.0532,Constituent Call
101000893975,08/04/2013 07:57:40 PM,,Open,Case Closed NOVIO: No Violation Found/No Cause,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,99 Parkton Rd  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,R2,99 Parkton Rd,02130,42.3215,-71.1148,Self Service
101000916918,09/03/2013 12:17:46 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,675 Lagrange St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2017,R1,675 Lagrange St,02132,42.2885,-71.166,Constituent Call
101001114596,06/24/2014 08:57:11 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,44 Wildwood St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1405,R2,44 Wildwood St,02124,42.2832,-71.088,Constituent Call
101001127747,07/14/2014 07:36:10 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,3 Trent St  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1504,RL,3 Trent St,02125,42.3092,-71.0654,Constituent Call
101001156519,08/25/2014 09:25:17 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,301 Belgrade Ave  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2008,R4,301 Belgrade Ave,02131,42.2863,-71.1439,Constituent Call
101000419156,05/09/2012 09:44:57 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,240 Marlborough St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,508,CM,240 Marlborough St,02116,42.3518,-71.0818,Constituent Call
101000472151,08/30/2012 05:52:52 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,81 Charles St  Boston  MA  02114,3,1B,8,A1,Beacon Hill,14,Ward 5,511,RC,81 Charles St,02114,42.3584,-71.0704,Constituent Call
101000918119,09/04/2013 01:29:51 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,244 Kelton St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2108,A,244 Kelton St,02134,42.3466,-71.1358,Constituent Call
101000951114,10/22/2013 09:21:05 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Courtney Rd & Russett Rd  Boston  MA,,,6,,,12,Ward 20,2019,,INTERSECTION Courtney Rd & Russett Rd,,42.2946,-71.1522,Self Service
101001150818,08/15/2014 08:23:16 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,7 Greylock Rd  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2107,R2,7 Greylock Rd,02134,42.3504,-71.1355,Constituent Call
101000466977,08/20/2012 11:58:28 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,43 Hemenway St  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,407,R4,43 Hemenway St,02115,42.3454,-71.0898,Constituent Call
101001099134,05/28/2014 03:28:07 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Bailey St & Dorchester Ave  Dorchester  MA,8,07,3,C11,Dorchester,7,Ward 16,1608,,INTERSECTION Bailey St & Dorchester Ave,,42.2848,-71.0646,Constituent Call
101001131997,07/18/2014 11:31:59 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,838 Blue Hill Ave  Dorchester  MA  02124,7,03,4,B3,Greater Mattapan,9,Ward 14,1409,C,838 Blue Hill Ave,02124,42.2961,-71.0872,Constituent Call
101001155224,08/21/2014 09:39:52 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,250-250A Shawmut Ave  Roxbury  MA  02118,4,1C,2,D4,South End,4,Ward 3,307,R3,250-250A Shawmut Ave,02118,42.3434,-71.0681,Self Service
101001116968,06/26/2014 05:12:04 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,576-578 Blue Hill Ave  Dorchester  MA  02121,7,03,4,B2,Greater Mattapan,13,Ward 14,1403,R4,576-578 Blue Hill Ave,02121,42.3045,-71.0845,Constituent Call
101001116677,06/26/2014 11:35:00 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,25 Abbot St  Dorchester  MA  02124,7,03,4,B3,Greater Mattapan,9,Ward 14,1409,R2,25 Abbot St,02124,42.2965,-71.0859,Constituent Call
101001139403,07/29/2014 02:59:00 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,6 Mallon Rd  Dorchester  MA  02121,7,03,4,C11,Dorchester,8,Ward 14,1404,R2,6 Mallon Rd,02121,42.3027,-71.074,Constituent Call
101001099172,05/28/2014 03:56:07 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,318 Princeton St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,109,R3,318 Princeton St,02128,42.3805,-71.0284,Constituent Call
101000473919,09/04/2012 11:49:51 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,33 Cunningham St  Dorchester  MA  02125,7,03,7,B2,Roxbury,13,Ward 13,1304,R3,33 Cunningham St,02125,42.3145,-71.0749,Constituent Call
101001103012,06/04/2014 09:44:32 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,221-227 Border St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,106,C,221-227 Border St,02128,42.3759,-71.0396,Constituent Call
101000821482,04/12/2013 08:08:29 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,33 Edison Grn  Dorchester  MA  02125,7,03,2,C11,Dorchester,5,Ward 7,709,R3,33 Edison Grn,02125,42.3195,-71.0585,Constituent Call
101000443948,07/02/2012 10:14:07 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,83 Wensley St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1005,R3,83 Wensley St,02120,42.3275,-71.1037,Constituent Call
101000467774,08/21/2012 03:38:36 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,75 Sydney St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1310,E,75 Sydney St,02125,42.3141,-71.0525,Constituent Call
101001140354,07/30/2014 03:23:35 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,682 Blue Hill Ave  Dorchester  MA  02121,7,03,4,B3,Greater Mattapan,8,Ward 14,1407,R4,682 Blue Hill Ave,02121,42.301,-71.0855,Constituent Call
101000458828,08/01/2012 02:22:31 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,25 Rill St  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1504,R3,25 Rill St,02125,42.3118,-71.0653,Constituent Call
101001116613,06/26/2014 10:43:29 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,39 Saunders St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,R1,39 Saunders St,02134,42.3533,-71.1419,Constituent Call
101000920969,09/07/2013 02:47:13 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,671 Lagrange St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2017,R1,671 Lagrange St,02132,42.2884,-71.1659,Constituent Call
101001044054,03/10/2014 01:54:55 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,247 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,R3,247 Cambridge St,02134,42.3578,-71.1275,Constituent Call
101000444093,07/02/2012 12:06:59 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,21 Wallingford Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,R2,21 Wallingford Rd,02135,42.3417,-71.1513,Constituent Call
101001090248,05/15/2014 12:43:36 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,5 Coleman St  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1504,R3,5 Coleman St,02125,42.3092,-71.0652,Constituent Call
101000978663,12/09/2013 11:11:03 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,56 Sheridan St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,CM,56 Sheridan St,02130,42.321,-71.1073,Constituent Call
101000923977,09/11/2013 10:45:00 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,85 Hamilton St  Dorchester  MA  02125,7,03,4,C11,Dorchester,8,Ward 15,1502,R3,85 Hamilton St,02125,42.3077,-71.0693,Constituent Call
101001147104,08/10/2014 06:12:59 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,462 Sumner St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,101,CD,462 Sumner St,02128,42.3656,-71.0317,Self Service
101001111244,06/18/2014 03:30:40 PM,,Open,Case Closed NOVIO: No Violation Found/No Cause,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,17 Milton Ave  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1707,R2,17 Milton Ave,02124,42.2868,-71.0789,Constituent Call
